0,1,5,3,1,0
0,2,4,3,1,0
0,3,4,3,1,0
0,4,4,3,1,0
0,5,5,3,1,0
0,6,5,3,1,0
0,7,4,3,1,0
0,8,5,3,1,0
0,9,4,2,1,0
0,10,4,3,1,0
0,11,5,3,1,0
0,12,4,3,1,0
0,13,4,3,1,0
0,14,4,3,1,0
0,15,5,4,1,0
0,16,5,4,1,0
0,17,5,3,1,0
0,18,5,3,1,0
0,19,5,3,1,0
0,20,5,3,1,0
0,21,5,3,1,0
0,22,5,3,1,0
0,23,4,3,1,0
0,24,5,3,1,0
0,25,4,3,1,0
0,26,5,3,1,0
0,27,5,3,1,0
0,28,5,3,1,0
0,29,5,3,1,0
0,30,4,3,1,0
0,31,4,3,1,0
0,32,5,3,1,0
0,33,5,4,1,0
0,34,5,4,1,0
0,35,4,3,1,0
0,36,5,3,1,0
0,37,5,3,1,0
0,38,4,3,1,0
0,39,4,3,1,0
0,40,5,3,1,0
0,41,5,3,1,0
0,42,4,2,1,0
0,43,4,3,1,0
0,44,5,3,1,0
0,45,5,3,1,0
0,46,4,3,1,0
0,47,5,3,1,0
0,48,4,3,1,0
0,49,5,3,1,0
0,50,5,3,1,0
1,51,7,3,4,1
1,52,6,3,4,1
1,53,6,3,4,1
1,54,5,2,4,1
1,55,6,2,4,1
1,56,5,2,4,1
1,57,6,3,4,1
1,58,4,2,3,1
1,59,6,2,4,1
1,60,5,2,3,1
1,61,5,2,3,1
1,62,5,3,4,1
1,63,6,2,4,1
1,64,6,2,4,1
1,65,5,2,3,1
1,66,6,3,4,1
1,67,5,3,4,1
1,68,5,2,4,1
1,69,6,2,4,1
1,70,5,2,3,1
1,71,5,3,4,1
1,72,6,2,4,1
1,73,6,2,4,1
1,74,6,2,4,1
1,75,6,2,4,1
1,76,6,3,4,1
1,77,6,2,4,1
1,78,6,3,5,1
1,79,6,2,4,1
1,80,5,2,3,1
1,81,5,2,3,1
1,82,5,2,3,1
1,83,5,2,3,1
1,84,6,2,5,1
1,85,5,3,4,1
1,86,6,3,4,1
1,87,6,3,4,1
1,88,6,2,4,1
1,89,5,3,4,1
1,90,5,2,4,1
1,91,5,2,4,1
1,92,6,3,4,1
1,93,5,2,4,1
1,94,5,2,3,1
1,95,5,2,4,1
1,96,5,3,4,1
1,97,5,2,4,1
1,98,6,2,4,1
1,99,5,2,3,1
1,100,5,2,4,1
2,101,6,3,6,2
2,102,5,2,5,1
2,103,7,3,5,2
2,104,6,2,5,1
2,105,6,3,5,2
2,106,7,3,6,2
2,107,4,2,4,1
2,108,7,2,6,1
2,109,6,2,5,1
2,110,7,3,6,2
2,111,6,3,5,2
2,112,6,2,5,1
2,113,6,3,5,2
2,114,5,2,5,2
2,115,5,2,5,2
2,116,6,3,5,2
2,117,6,3,5,1
2,118,7,3,6,2
2,119,7,2,6,2
2,120,6,2,5,1
2,121,6,3,5,2
2,122,5,2,4,2
2,123,7,2,6,2
2,124,6,2,4,1
2,125,6,3,5,2
2,126,7,3,6,1
2,127,6,2,4,1
2,128,6,3,4,1
2,129,6,2,5,2
2,130,7,3,5,1
2,131,7,2,6,1
2,132,7,3,6,2
2,133,6,2,5,2
2,134,6,2,5,1
2,135,6,2,5,1
2,136,7,3,6,2
2,137,6,3,5,2
2,138,6,3,5,1
2,139,6,3,4,1
2,140,6,3,5,2
2,141,6,3,5,2
2,142,6,3,5,2
2,143,5,2,5,1
2,144,6,3,5,2
2,145,6,3,5,2
2,146,6,3,5,2
2,147,6,2,5,1
2,148,6,3,5,2
2,149,6,3,5,2
2,150,5,3,5,1
