0,0.84,5.1,5.248,2.095,0.171
0,1.659,6.405,3,1.54,0.175
0,2.736,5.85,4.569,0.875,0.2
0,2.607,4.825,1.594,1.5,0.113
0,3.172,7.253,4.422,1.4,0.154
0,8.028,6.427,2.77,1.838,0.4
0,7,5.949,3.611,1.545,0.179
0,7.747,5,4.656,1.679,0.144
0,9,6.215,3.405,0.85,0.266
0,12.387,3.453,2.204,2.182,0.1
0,7.38,5.4,5.445,1.837,0.259
0,12.699,4.8,2.024,1.095,0.162
0,10.711,4.8,3.791,1.311,0.147
0,16.715,4.479,2.536,1.615,0.1
0,15,5.33,2.549,1.067,0.151
0,18.983,5.7,6.42,0.991,0.314
0,17,6.518,2.595,0.692,0.294
0,16.143,7.583,3.724,0.958,0.3
0,19,5.891,4.049,1.737,0.164
0,20,4.828,2.861,1.819,0.396
0,21,7.079,3.526,1.393,0.285
0,22,7.013,1.914,1.673,0.291
0,17.773,2.664,2.122,0.773,0.2
0,24,6.729,2.649,1.345,0.663
0,25,6.976,2.923,1.915,0.214
0,15.147,3.079,4.245,1.975,0.2
0,27,4.926,2.908,2.089,0.451
0,28,3.645,2.129,0.91,0.117
0,29,6.417,2.926,1.917,0.11
0,30,4.228,1.842,1.065,0.247
0,28.713,4.828,3.1,2.041,0.101
0,40.835,3.771,2.484,1.245,0.4
0,33,5.658,4.831,1.39,0.059
0,25.545,6.229,4.068,1.75,0.2
0,35,4.92,3.896,0.938,0.175
0,26.978,6.782,3.764,1.2,0.246
0,37,2.839,3.691,0.756,0.263
0,38,6.245,3.052,2.022,0.113
0,39,3.563,2.41,1.294,0.188
0,46.165,5.1,4.828,1.312,0.248
0,55.349,6.085,2.627,1.258,0.3
0,47.325,4.697,2.578,1.54,0.3
0,58.642,6.344,1.613,1.3,0.246
0,65.314,4.496,4.711,1.295,0.6
0,45,5.706,3.954,1.266,0.505
0,46,3.26,4.143,1.475,0.298
0,47,4.145,4.089,1.809,0.206
0,49.06,3.948,3.2,1.211,0.298
0,39.485,5.456,3.244,1.797,0.2
0,28.153,3.588,3.3,0.787,0.266
1,51,4.603,3.219,5.782,0.828
1,70.218,7.283,3.824,2.311,1.5
1,30.481,9.494,3.1,5.016,1.555
1,65.101,5.5,2.888,3.045,1.843
1,78.085,6.773,4.089,6.156,1.5
1,65.498,5.7,4.084,5.163,1.194
1,57,3.866,4.185,5.451,2.194
1,45.975,4.9,2.31,2.513,1.17
1,59,4.998,3.084,3.784,1.294
1,60.004,2.973,1.472,2.829,1.4
1,61,5.732,2.894,5.247,0.702
1,40.088,7.001,2.496,5.562,1.5
1,91.037,3.617,2.62,4.038,1
1,64,5.74,3.31,3.918,1.36
1,33.331,5.514,1.778,4.007,1.3
1,43.418,6.273,3.1,3.222,1.854
1,67,3.206,4.078,3.164,2.141
1,52.139,2.97,2.019,5.595,1
1,82.13,7.488,2.719,4.647,1.5
1,69.479,7.695,2.105,5.213,1.1
1,78.541,4.035,3.026,3.811,1.8
1,50.985,5.523,2.132,2.347,1.3
1,77.571,5.547,3.322,5.892,1.5
1,39.117,9.074,2.953,4.7,0.893
1,75,4.85,3.591,4.267,1.514
1,76,8.691,2.987,2.692,1.244
1,77,6.222,1.941,2.554,0.947
1,86.18,4.798,2.199,6.476,1.7
1,74.518,6,1.571,2.448,2.138
1,103.645,4.571,2.6,2.016,0.936
1,91.338,5.483,2.027,3.8,1.584
1,42.045,6.038,1.738,4.466,1
1,76.511,4.326,3.845,4.891,1.2
1,106.388,4.686,3.749,5.1,1.829
1,82.897,6.744,2.456,4.5,1.481
1,43.475,4.333,3.496,4.5,2.164
1,127.689,6.782,3.605,5.615,1.5
1,88,7.89,3.057,3.474,1.505
1,89,6.767,2.823,2.703,1.785
1,110.284,3.153,2.364,4.185,1.3
1,102.427,4.879,3.338,4.4,1.529
1,92.345,8.265,3.21,4.6,1.459
1,93,8.068,3.824,3.404,1.789
1,62.605,6.982,1.983,3.812,1
1,112.405,3.64,1.944,4.2,0.673
1,96,4.488,2.859,2.31,1.428
1,97,4.741,2.376,2.681,1.294
1,72.717,5.029,2.853,5.959,1.3
1,116.042,3.357,1.913,3.264,1.1
1,70.558,7.472,2.281,3.97,1.3
2,101,4.969,3.007,7.564,1.962
2,93.428,8.614,3.758,5.1,1.694
2,103,6.824,3.437,8.494,2.357
2,61.623,8.783,4.018,5.6,0.964
2,89.041,8.349,4.372,3.85,2.2
2,122.907,7.079,3,4.255,2.459
2,128.62,4.2,2.548,3.997,1.7
2,96.05,5.027,2.951,5.308,1.8
2,149.367,10.035,2.5,6.566,2.342
2,110,4.74,2.691,9.123,2.056
2,157.619,9.215,3.227,5.1,2.708
2,77.92,8.782,2.84,7.016,1.9
2,70.54,8.714,1.84,6.859,2.1
2,147.171,5.522,2.392,4.767,2
2,106.833,4.069,2.43,5.1,1.544
2,117.147,5.183,1.983,5.3,2.253
2,90.305,6.5,3.603,5.742,1.106
2,105.983,6.435,2.545,9.635,2.2
2,134.316,10.946,2.265,6.9,2.485
2,120,7.919,1.493,2.772,1.146
2,176.07,6.502,4.358,4.461,2.3
2,122,4.736,1.699,3.031,1.385
2,123,8.785,1.429,5.418,2.766
2,96.969,5.458,3.849,5.573,1.8
2,125,8.815,4.472,5.66,3.011
2,126,7.184,3.233,8.53,2.348
2,142.409,5.786,3.29,2.564,1.8
2,180.056,4.986,1.9,5.776,1.8
2,176.717,5.328,1.944,7.741,2.1
2,116.011,4.532,1.829,4.045,1.6
2,131,6.666,3.95,7.749,2.157
2,132,10.383,5.627,3.599,1.985
2,102.265,7.567,3.961,7.522,2.2
2,177.775,8.587,1.833,3.231,1.5
2,135,3.85,3.223,6.878,0.87
2,196.485,7.7,3.241,3.972,2.237
2,70.918,6.139,1.845,6.746,2.4
2,177.066,3.553,3.1,4.579,1.072
2,139,8.486,3.823,6.975,2.504
2,72.073,6.9,1.696,4.056,2.575
2,147.975,5.471,3.1,7.365,2.164
2,154.133,3.65,2.938,6.779,2.3
2,171.483,4.887,3.405,3.222,1.9
2,130.531,5.113,3.2,6.106,1.562
2,103.22,4.055,2.633,5.334,2.5
2,204.976,6.7,2.904,5.973,1.87
2,147,6.08,2.487,6.14,2.229
2,148,5.429,1.662,6.056,1.047
2,126.007,4.651,2.521,4.903,2.3
2,149.426,7.827,4.162,5.1,1.17
