0,1,6.644,1.87,1.4,0.2
0,2.256,4.9,3,1.4,0.274
0,3,4.941,3.2,0.683,0.2
0,4.172,2.558,3.1,1.5,0.2
0,6.558,5,3.6,1.703,0.2
0,3.424,5.4,3.9,1.7,0.361
0,7,2.888,1.86,1.4,0.3
0,8,5.429,3.4,1.5,0.182
0,9,5.573,4.049,1.4,0.2
0,10,4.9,4.411,1.7,0.1
0,11,5.4,2.658,1.5,0.278
0,12,3.32,2.845,1.6,0.2
0,13,6.614,3.643,1.4,0.1
0,14,4.3,3,0.706,0.061
0,15,5.8,3.068,1.2,0.216
0,22.353,5.7,4.154,1.5,0.4
0,17,5.4,5.769,1.667,0.4
0,18,2.794,3.715,1.4,0.3
0,19,4.329,3.648,1.7,0.3
0,20,5.1,4.439,1.279,0.3
0,21,5.341,3.4,1.7,0.239
0,22,5.1,2.046,1.338,0.4
0,14.876,4.6,3.6,1,0.282
0,32.811,5.1,3.3,1.7,0.27
0,25,3.103,2.198,1.9,0.2
0,26,5,3,1.089,0.182
0,27,2.776,3.4,2.053,0.4
0,40.685,7.354,3.5,1.5,0.2
0,40.336,5.2,4.333,1.4,0.2
0,30,4.7,2.403,1.6,0.103
0,31,5.886,3.1,1.6,0.109
0,32,4.868,3.4,1.5,0.42
0,33,4.246,5.392,1.5,0.1
0,34,2.91,4.2,1.327,0.2
0,46.524,4.9,3.365,1.5,0.2
0,36,6.306,2.696,1.2,0.2
0,23.377,6.596,3.5,1.3,0.2
0,38,5.071,3.6,0.951,0.1
0,39,4.4,2.719,1.3,0.15
0,40,4.773,3.4,1.068,0.2
0,24.813,5,3.5,1.037,0.3
0,42,4.5,2.642,1.3,0.421
0,43,4.26,2.601,1.3,0.2
0,44,5,3.5,1.544,0.704
0,44.761,5.1,4.667,1.9,0.4
0,53.571,2.66,3,1.4,0.3
0,47,5.1,1.99,1.336,0.2
0,48,4.177,3.2,1.038,0.2
0,49,4.482,3.7,1.125,0.2
0,50,6.633,3.3,1.4,0.277
1,33.158,7,3.2,4.682,1.4
1,52,6.4,4.019,5.509,1.5
1,53,6.9,4.496,4.9,1.487
1,54,3.4,1.267,4,1.3
1,46.906,6.5,3.696,4.6,1.5
1,56,5.7,3.586,4.5,0.839
1,37.012,6.3,4.771,4.7,1.6
1,58,4.9,1.36,1.659,1
1,59,5.333,2.9,6.725,1.3
1,60,6.779,2.7,2.027,1.4
1,61,6.478,2,3.5,1.033
1,62,3.721,3,3.935,1.5
1,63,6,2.377,5.911,1
1,64,6.1,2.475,7.047,1.4
1,97.269,5.6,2.437,3.6,1.3
1,66,6.7,3.1,5.751,1.223
1,67,5.6,2.488,4.5,1.65
1,68,5.8,2.7,2.759,1.245
1,69,6.2,3.141,4.103,1.5
1,73.426,3.169,2.5,3.9,1.1
1,46.277,5.9,3.2,2.468,1.8
1,72,7.492,2.8,5.802,1.3
1,73,3.997,2.5,3.779,1.5
1,74,6.1,3.333,3.338,1.2
1,75,6.4,2.9,5.754,1.406
1,76,6.6,3.88,4.673,1.4
1,77,7.506,1.666,4.8,1.4
1,78,6.7,3.358,3.596,1.7
1,79,8.216,2.808,4.5,1.5
1,80,8.052,2.6,4.66,1
1,95.102,5.5,1.457,3.8,1.1
1,57.781,6.813,2.4,3.7,1
1,83,5.8,1.919,3.9,1.746
1,84,7.772,2.7,5.1,1.073
1,85,5.4,3,5.51,2.207
1,86,6,2.327,4.762,1.6
1,87,3.989,3.1,3.804,1.5
1,111.193,6.3,3.381,4.4,1.3
1,89,5.6,2.808,4.1,1.071
1,90,5.5,2.604,4,1.908
1,91,4.649,2.6,5.253,1.2
1,92,4.594,3,4.228,1.4
1,93,5.155,2.6,4,0.765
1,94,5,3.356,3.3,0.785
1,112.712,5.6,2.7,4.2,0.859
1,96,5.7,1.997,2.237,1.2
1,97,4.188,2.9,5.069,1.3
1,104.279,6.2,2.9,4.3,1.933
1,99,5.1,2.242,3,0.753
1,54.669,5.7,2.861,4.1,1.3
2,101,6.511,3.3,6,2.664
2,102,7.035,2.7,4.828,1.9
2,77.552,7.1,3,7.785,2.1
2,85.212,6.3,2.9,7.977,1.8
2,108.886,6.5,3,7.603,2.2
2,106,8.479,3,9.076,2.1
2,107,4.9,1.293,3.279,1.7
2,62.548,7.3,2.9,4.87,1.8
2,84.231,6.7,2.5,3.419,1.8
2,145.136,9.543,3.6,6.1,2.5
2,111,6.5,2.569,4.035,2
2,112.89,6.4,2.7,7.703,1.9
2,97.158,6.8,3.205,5.5,2.1
2,114,8.066,3.087,5,2
2,115,3.379,1.724,5.1,2.4
2,116,6.4,3.153,4.532,2.3
2,117,8.485,3,6.207,1.8
2,118,5.398,3.8,6.7,1.335
2,119,7.7,1.515,4.197,2.3
2,66.063,6,2.2,6.847,1.5
2,149.312,6.9,2.754,5.7,2.3
2,150.458,5.6,2.8,4.9,1.331
2,110.659,4.433,2.8,6.7,2
2,62.874,6.3,2.7,4.9,1.81
2,115.778,6.7,3.3,7.27,2.1
2,126,7.2,2.655,6,1.315
2,127,6.2,1.955,4.8,2.297
2,128,6.1,3.264,2.913,1.8
2,152.01,5.932,2.8,5.6,2.1
2,130,5.409,2.906,5.8,1.6
2,131,8.38,2.8,6.1,2.375
2,132,9.929,2.377,6.4,2
2,133,5.596,2.811,5.6,2.2
2,164.722,6.3,2.098,5.1,1.5
2,183.11,6.1,2.6,6.587,1.4
2,136,7.7,3.164,8.022,2.3
2,137,6.3,1.755,3.257,2.4
