1,1,0.0,0.99539,-0.05889,0.69,0.02306,0.849,-0.354,1,0.03760,0.85243,-0.17755,0.59755,-0.44945,0.591,-0.304,0.557,-0.38542,0.366,-0.32192,0.56971,-0.255,0.36946,-0.444,0.435,-0.306,0.41078,-0.46168,0.172,-0.34090,0.42267,-0.54487,0.151,-0.45300
0,1,0.0,0.911,-0.18829,0.643,-0.325,-0.10868,-0.93597,1,-0.04549,0.356,-0.701,0.294,-0.823,-0.558,-0.97515,0.05499,-0.62237,0.484,-1.29,-0.187,-0.45300,-0.18056,-0.35734,-0.20332,-0.142,-0.20468,-0.18401,-0.245,-0.11593,-0.16626,-0.06288,-0.13738,-0.02447
1,1,0.0,1,-0.03365,1,0.00485,1,-0.12062,0.88965,0.01,0.73082,0.054,0.85443,0.011,0.54591,0.004,0.752,-0.096,0.693,-0.118,0.70887,-0.27502,0.43385,-0.112,0.57528,-0.40220,0.58984,-0.114,0.385,-0.17365,0.554,-0.273,0.56045,-0.38238
0,0.944,0.0,1,-0.402,1.225,1,0.71216,-1,0,0,0,0,0.0,0,-1.193,0.14516,0.676,-0.329,-0.963,-0.54467,-0.69975,1,0,0.0,1,0.90695,0.451,1.176,0.772,-0.20099,0.25682,1.15,-0.32382,1
1,1,0,0.874,-0.027,1.05,0.06531,0.911,-0.201,0.77152,-0.16399,0.52798,-0.159,0.83,-0.006,0.34395,-0.27457,0.52940,-0.21780,0.564,-0.201,0.05982,-0.35575,0.02309,-0.52879,0.03286,-0.406,0.13290,-0.53206,0.02431,-0.867,-0.05707,-0.524,-0.044,-0.65697
0,1,0,0.02337,-0.00592,-0.09924,-0.149,-0.00763,-0.11824,0.14706,0.038,0.053,-0.034,0,0.0,-0.04572,-0.099,-0.003,-0.114,-0.122,-0.05414,0.01838,0.03669,0.01519,0.011,0.029,-0.011,-0.018,0.09223,-0.07859,0.00732,0,0.0,-0.00039,0.12011
1,1,0,0.98,-0.10602,0.94601,-0.20800,0.92806,-0.28350,0.982,-0.274,0.79766,-0.47929,0.78225,-0.50764,0.74628,-0.61436,0.407,-0.68086,0.37852,-0.893,0.36324,-0.538,0.243,-0.79753,0.136,-0.858,0.13659,-0.82510,0.049,-0.487,-0.045,-1.191,-0.13832,-0.432
0,0.0,0.0,0.0,0,0.0,0,1,-1,0,0.0,-1,-1,0,0,0.0,0.0,1,1,-1,-1.033,0,0,0.0,0.0,1,1,1,1.439,0.0,0,0.949,1,0.0,0
1,1.057,0,1.223,-0.07198,1,-0.14333,1,-0.228,1.121,-0.36174,0.946,-0.43569,0.94510,-0.40668,0.90392,-0.658,0.584,-0.35257,0.872,-0.66020,0.75346,-0.871,0.69637,-0.448,0.433,-0.536,0.637,-0.69712,0.25435,-0.63919,0.45114,-1.054,0.38895,-0.73420
0,0.79,0,-0.01864,-0.08459,0.0,0,0.0,0.0,0.148,-0.164,-0.45663,-0.38172,0,0,-0.33656,0.38602,-0.478,0.15018,0.63728,0.21,0,0.0,0,0.0,-0.09,-0.01326,0.20645,-0.028,0,0.0,0.16595,0.24086,-0.08208,0.525
