1,1,0,0.99539,-0.05889,0.872,0.02306,0.83398,-0.37708,1,0.031,0.524,-0.098,0.59755,-0.44945,0.60536,-0.38223,0.84356,-0.38542,0.502,-0.313,0.56971,-0.199,0.382,-0.47357,0.56811,-0.51171,0.577,-0.46168,0.21266,-0.34090,0.44,-0.491,0.134,-0.45300
0,0.5,0,1,-0.123,0.93035,-0.254,-0.10868,-0.93597,0.975,-0.04549,0.279,-0.67743,0.34432,-0.975,-0.51685,-0.97515,0.079,-0.62237,0.33109,-1,-0.156,-0.45300,-0.24,-0.35734,-0.24,-0.26569,-0.20468,-0.18401,-0.19040,-0.11593,-0.16626,-0.039,-0.136,-0.02447
1,1,0.0,1,-0.026,0.555,0.00485,1.349,-0.12062,0.524,0.01198,0.73082,0.04,0.881,0.00827,0.54591,0.00299,0.83775,-0.13644,0.75535,-0.08540,0.70887,-0.27502,0.43385,-0.092,0.674,-0.40220,0.58984,-0.22145,0.243,-0.17365,0.60436,-0.133,0.301,-0.38238
0,1,0,0.514,-0.45161,1,1,0.48,-1,0,0.0,0.0,0.0,0,0.0,-1,0.14516,0.786,-0.39330,-1.383,-0.54467,-0.69975,1.443,0,0,1,0.90695,0.335,1,1.146,-0.20099,0.353,1,-0.32382,1
1,1,0,1,-0.027,0.674,0.06,0.92106,-0.23255,0.677,-0.16399,0.52798,-0.20275,0.484,-0.008,0.42,-0.257,0.52940,-0.21780,0.45107,-0.17813,0.05982,-0.35575,0.02309,-0.52879,0.03286,-0.368,0.13290,-0.53206,0.02431,-0.62197,-0.05707,-0.784,-0.062,-0.978
0,1,0,0.012,-0.00592,-0.09924,-0.11949,-0.011,-0.114,0.168,0.06637,0.03786,-0.089,0,0,-0.04572,-0.15540,-0.00343,-0.10196,-0.11575,-0.05414,0.016,0.03669,0.01519,0.006,0.03513,-0.01535,-0.035,0.108,-0.071,0.00732,0,0,-0.001,0.173
1,1,0,0.97588,-0.10602,0.602,-0.20800,0.92806,-0.28350,0.85996,-0.392,0.79766,-0.47929,1.058,-0.703,0.74628,-0.418,0.57945,-0.68086,0.43,-0.73641,0.425,-0.588,0.31898,-1.154,0.183,-0.81634,0.13659,-0.82510,0.04606,-0.82395,-0.04262,-0.911,-0.069,-0.80975
0,0,0,0.0,0,0,0.0,1,-1,0,0.0,-1.372,-1,0.0,0,0,0,0.968,0.509,-0.69,-1,0.0,0.0,0,0,1,1.352,1,1.018,0,0,1,1,0,0
1,1.332,0,1.272,-0.07198,1.293,-0.14333,1.424,-0.21313,1,-0.36174,0.92570,-0.43569,0.94510,-0.40668,0.90392,-0.538,0.876,-0.35257,0.84537,-0.66020,0.937,-0.60589,0.994,-0.64225,0.952,-0.65440,0.57577,-0.774,0.25435,-0.63919,0.621,-0.902,0.38895,-0.73420
0,1,0.0,-0.01864,-0.08459,0,0,0,0,0.156,-0.37,-0.45663,-0.38172,0,0,-0.33656,0.38602,-0.37133,0.199,0.632,0.22115,0,0.0,0,0.0,-0.115,-0.01326,0.20645,-0.02294,0.0,0,0.199,0.206,-0.047,0.38065
1,1,0,1,0.06655,1.261,-0.101,1,-0.277,1,-0.43107,1,-0.213,0.96232,-0.436,0.90711,-0.59017,1.305,-0.428,0.69876,-0.70997,0.70645,-0.76320,0.443,-0.80544,0.729,-0.89128,0.319,-0.86500,0.595,-0.83675,0.30996,-0.783,0.22995,-0.89158
0,1,0,0.752,-0.54210,1,-0.59,1.091,-1,0.548,0.36217,1,-0.41119,0.612,1.162,1,-1,1,-0.29354,1,-0.737,1,1,1.024,1,1,-0.40888,1,-0.512,1,-0.911,0.537,-0.813,1,-1
1,1,0,1,-0.16316,1.402,-0.10169,0.99999,-0.15197,1,-0.125,0.614,-0.35151,1.244,-0.29785,0.93719,-0.396,1.399,-0.417,0.474,-0.43383,1.142,-0.57,0.82987,-0.581,0.84080,-0.47137,0.76224,-0.58370,0.822,-0.68794,0.68714,-0.64537,0.64727,-0.67226
0,1,0.0,1,-0.86701,0.751,0.22280,0.85492,-0.228,1,-0.12090,1,0.515,1,0.053,1,-0.14767,1,-1.083,1,-1,0.728,0.15803,1.298,0.773,0.843,-0.17012,1,0.35924,1,-0.66494,1.449,0.88428,1,-0.212
1,1,0.0,1,0.07380,1,0.03420,1.495,-0.05563,0.68,0.08764,1.056,0.19651,1,0.20328,1.324,0.12785,1,0.071,1,0.27087,1,0.44758,1,0.287,0.758,0.20033,1,0.477,0.95603,0.317,1,0.303,1,0.603
0,1,0,0.545,-0.93996,1,0.26708,-0.03520,-0.786,1,-1.318,0.43685,-1,0,0.0,-1.331,-0.34265,-0.37681,0.028,1,-0.716,0.0,0,0,0.0,-0.135,0.64,0.39752,0.26501,0,0,1,0.179,0,0
1,1,0,0.58,0.06468,0.85,-0.006,0.97811,0.02498,0.96112,0.02312,1.461,0.07808,0.854,0.10346,0.94212,0.072,0.88809,0.125,0.86104,0.103,0.81633,0.11830,0.855,0.14442,0.842,0.13412,0.79476,0.098,0.79110,0.15379,0.476,0.15930,0.70941,0.12015
0,0,0.0,0,0,-1,-1,1,1,-1.281,1,-1,1,1,-1.246,1.147,0.891,-1,-1,-1.027,1,1,-1,-1,1.166,-1.422,1.451,1,-1,-1,1.495,-1,-1.019,1,-0.961
1,1,0,0.67065,0.02528,0.471,0.05031,0.57197,0.2,0.08776,0.332,0.878,0.117,0.729,0.203,0.78637,0.11,0.58373,0.18151,0.14395,0.41224,0.53888,0.123,0.51420,0.22625,0.48838,0.23724,0.686,0.238,0.43433,0.25306,0.40663,0.191,1,0.33036
0,0,0.0,1,-1.364,0,0,0,0,1.275,1,0.787,-1,-0.71875,0.769,0,0.0,-1.195,0.667,1,1,-0.857,1,1.384,0.56250,-1,1,1,0.518,1,-1,1,1.15,1,1
1,1,0,0.579,-0.00612,1,-0.105,0.903,-0.07649,1,-0.111,1,-0.11073,1.041,-0.586,0.883,-0.15616,1.035,-0.31884,0.86473,-0.34534,0.91693,-0.44072,0.603,-0.46866,0.81874,-0.268,0.82681,-0.311,0.75784,-0.38231,0.548,-0.40575,0.74354,-0.45039
0,0.0,0,1.32,1,0.0,0,0,0.0,-1,-1.187,0,0,0.0,0.0,-1,-0.953,-1,-1,-1.296,1,-1,1,0,0,0.0,0.0,1,-1,-1,1.28,-1,1,-1,1
1,1,0,0.948,0.07088,1.176,0.045,1,0.09313,0.951,-0.05144,0.89263,0.03,0.801,-0.089,0.87534,0.09831,0.76544,0.003,0.75206,-0.05295,0.65961,-0.057,0.64158,-0.069,0.55677,-0.07705,0.58051,-0.02205,0.475,-0.01251,0.51310,-0.00015,0.632,-0.00182
0,0,0.0,-1,1,0,0.0,0,0,-1,1,1.297,1,0,0,0,0,0.529,-0.715,-1,1,0.515,1,0.0,0,-0.676,-1,1,-0.818,1.279,1.265,-1,1,0.0,0
1,0.709,0,1.14,-0.06182,1.209,0.02942,1,-0.05131,1.094,-0.012,1.228,-0.11726,0.977,-0.05202,0.93392,-0.057,0.69170,-0.07,0.65731,-0.20367,0.94910,-0.31558,0.80852,-0.31654,0.84932,-0.213,0.72529,-0.29174,0.73094,-0.401,0.417,-0.26284,0.64207,-0.39487
0,1,0,1,0.815,0.989,-1,1,-0.844,1,-1,1,-1,1,-1.113,1,-1,1,-1,1.166,-0.865,1.443,-0.62796,1.221,-1,1,-0.961,0.636,-1,1,-1,1.116,-1,1.417,-1
1,1,0,1.22,-0.099,1,-0.198,0.799,-1.081,0.94817,0.361,0.95473,-0.227,0.88486,-0.31736,0.87937,-0.23433,0.81051,-0.62180,0.12245,-1,0.48,0.104,0.62357,-0.78547,0.55389,-0.82868,0.43,-0.86583,0.40650,-0.89674,0.493,-0.92128,-0.13341,-1.34
0,0,0,-1,-1,0,0.0,-1,1.237,1,-0.511,0,0.0,0,0,0,0,1.48,-0.924,-1,-1,1.004,-1,0,0.0,1.076,-0.668,-1,1,-1,-0.747,0,0.0,-1,1
1,1,0.0,1.277,0.08380,1,0.196,1,-0.13308,0.637,0.64520,1,0.47904,1,0.59113,1,0.381,1.111,1.01,0.554,0.95099,1,1,0.99,1,0.91624,1.463,0.83899,1,0.74822,1,0.954,1,0.52479,1.27
0,0,0,-1,-0.685,1,1,0.668,-0.814,-1,1,1,-0.951,-1,-0.932,0,0,1,1,-0.885,-0.859,1.047,-1.418,1,-1.261,1.065,1,1,-1,1,-1,-1,1,1,-1.369
1,1.318,0,1,-0.14236,1.423,-0.237,1,-0.23656,1,-0.102,1,-0.25010,1,-0.26161,1.49,-0.21975,1,-0.267,1,-0.489,1.447,-0.35519,0.86,-0.427,1.328,-0.47643,0.98820,-0.49687,1,-0.75820,1,-0.762,1,-0.84437
0,1.225,0,1,-1.087,1,1.477,1,-1,1.151,-1,1,-1,1,-0.01840,1.018,-1,1,1.443,1.013,-0.85583,1,1.343,1,-1,0.0,0.0,1,1,1.039,-0.79141,1,1,1.065,1
1,0.78,0,0.88208,-0.14639,0.93408,-0.11057,0.92100,-0.16,0.895,-0.17036,1.323,-0.31809,0.85269,-0.31463,0.82116,-0.35924,0.80681,-0.33632,0.835,-0.47022,0.70555,-0.47153,0.61,-0.693,0.61297,-0.348,0.571,-0.54629,0.376,-0.59854,0.399,-0.319,0.42189,-0.58086
0,1,0,0.71253,-0.019,0.41287,-0.128,0.98019,-0.09473,0.662,-0.152,1,-0.158,0.826,1,0.83726,-1,0.82270,-0.126,0.80760,-0.28257,-0.25914,0.776,0.713,0.072,0.65493,-0.20392,0.93124,-0.611,0.63811,-0.21901,1.25,-0.87354,-0.23186,-1
1,1,0,1,-0.091,0.902,0.27686,0.83443,-0.58388,1.309,-0.395,1,-0.404,0.79962,-0.12527,0.76837,0.14638,1,0.39337,0.731,0.26590,0.96354,-0.01891,0.92599,-1.224,1.465,0.14803,1,-0.078,1,-0.134,0.713,0.53372,1,-0.56
0,1,0,0.772,-1,0.66,1,1,-0.416,0.80893,-0.435,1,-1,1.4,-0.89375,1,0.73393,0.104,0.948,1,0.624,1,0.85268,1,-1,1,0.609,1,-0.085,0.95982,-0.36250,0.666,0.972,1,0.34732
1,1,0,0.669,0.002,0.867,-0.01209,1,-0.027,1,-0.07014,0.97839,-0.06256,1,-0.08,0.97261,-0.081,0.596,-0.13665,1.185,-0.14327,0.99589,-0.168,0.94815,-0.13565,0.76,-0.20851,0.89067,-0.17909,0.85644,-0.18552,0.83777,-0.261,1.071,-0.20766
0,0,0,1,1,0.618,-1,0.0,0,0,0,-1,-0.768,0,0,0,0,-1,1,1,1,-1.33,1,-0.748,0.916,0.851,-1.241,1,0.642,-1.426,1,1.052,1,0.0,0
1,1,0.0,0.91241,0.062,0.94191,0.02,1.07,0.05345,0.93582,0.01321,0.864,0.042,0.92766,0.077,0.92048,0.06211,0.88899,0.12722,0.83744,0.14439,0.80983,0.11849,0.77041,0.153,0.75755,0.11299,0.73550,0.135,0.66387,0.15300,0.70925,0.062,0.583,0.154
0,1,0.0,0.597,0.02461,1.304,0.04861,1.047,0.07143,0.61745,-1,0.91036,0.11147,0.88462,0.53640,0.873,0.14137,0.76929,0.15189,1,0.41003,0.619,0.16371,0.60138,0.131,0.666,0.16390,0.524,0.16019,0.43481,0.225,0.351,0.14677,0.74,1
1,1,0.0,1,0.048,1,0.20746,0.93,0.357,0.93051,0.376,0.86773,0.538,0.75474,0.50082,0.79555,0.426,0.65954,0.401,0.799,0.62999,0.47807,0.558,0.40553,0.68840,0.34384,0.72082,0.235,0.72386,0.19296,1.051,0.11372,0.72688,0.06990,0.71444
0,1,0.0,-1,-1,1,1,0.701,-0.14375,0.0,0.0,-1,0.786,0.814,1,0.17917,-1.053,-1,-1,0.08750,-1,0.941,-1,-1,1.126,-1,-1,1.076,-1,-1,-1.279,1,1,0.0,0
1,1,0,0.564,0.08791,0.86528,0.172,0.617,0.16598,0.55187,0.68154,0.70207,0.291,0.18,0.42739,0.57620,0.46086,0.51067,0.49618,0.443,0.12967,0.37824,0.737,0.31274,0.55826,0.24856,0.327,0.247,0.56605,0.12635,0.335,0.065,0.55061,0.145,0.67739
0,1.193,0.0,-0.64286,-1,1,0.974,1.125,-0.813,1,-0.23393,1,1.357,1,-0.31,0.743,-1,1,0.13839,1,-0.921,1,-0.03393,-0.84286,1,0.53750,0.861,1,1,0.819,-1,1,-0.56,1,-1
