1,1,0.0,0.99539,-0.086,0.979,0.027,0.83398,-0.462,1,0.03760,1.097,-0.17755,0.547,-0.44945,0.60536,-0.38223,0.84356,-0.212,0.58212,-0.323,0.654,-0.29674,0.404,-0.47357,0.543,-0.636,0.41078,-0.46168,0.246,-0.34090,0.391,-0.416,0.277,-0.45300
0,1.364,0.0,0.863,-0.23,0.764,-0.411,-0.1,-0.93597,1,-0.04549,0.50874,-0.545,0.176,-0.69707,-0.716,-0.744,0.05499,-0.62237,0.33109,-1,-0.184,-0.49,-0.18056,-0.381,-0.20332,-0.312,-0.20468,-0.265,-0.181,-0.11593,-0.16626,-0.06288,-0.13738,-0.02447
1,1.28,0.0,0.9,-0.03365,1,0.006,0.691,-0.109,0.88965,0.009,0.73082,0.05346,1.157,0.00827,0.71,0.003,0.489,-0.13644,0.75535,-0.08540,1.019,-0.27502,0.43385,-0.12062,0.567,-0.517,0.531,-0.22145,0.43100,-0.17365,0.637,-0.356,0.56045,-0.38238
0,1,0.0,1.063,-0.371,0.759,1.067,0.71216,-1,0,0.0,0.0,0.0,0.0,0,-1,0.206,0.488,-0.39330,-1,-0.54467,-0.943,0.911,0.0,0.0,0.872,0.90695,0.51613,1.14,1,-0.20099,0.25682,1,-0.32382,1
1,1,0,1.211,-0.02401,0.94140,0.06531,0.646,-0.23255,0.576,-0.16399,0.52798,-0.278,0.612,-0.005,0.34395,-0.161,0.52940,-0.21780,0.663,-0.129,0.041,-0.35575,0.027,-0.597,0.036,-0.65158,0.105,-0.53206,0.033,-0.62197,-0.05707,-0.359,-0.064,-0.65697
0,1,0.0,0.015,-0.00592,-0.08,-0.162,-0.00763,-0.11824,0.088,0.06637,0.02,-0.038,0,0.0,-0.04572,-0.171,-0.00343,-0.115,-0.11575,-0.05414,0.023,0.047,0.01519,0.008,0.03513,-0.01535,-0.03240,0.09223,-0.07859,0.005,0,0.0,-0.0,0.079
1,1.381,0,0.97588,-0.10602,0.569,-0.20800,0.92806,-0.384,0.85996,-0.273,0.79766,-0.357,0.465,-0.358,0.74628,-0.61436,0.617,-0.918,0.436,-0.73641,0.273,-1.066,0.31898,-1.043,0.22792,-0.81634,0.13659,-0.623,0.037,-0.635,-0.04262,-0.81318,-0.088,-0.80975
0,0,0.0,0.0,0,0.0,0.0,1.007,-1,0,0.0,-0.77,-0.946,0.0,0,0,0.0,1,0.559,-1,-0.875,0,0,0,0.0,1.491,1,1,1.282,0.0,0,1.085,1,0,0
1,1,0,0.614,-0.071,1.468,-0.14333,1.32,-0.122,1.026,-0.409,0.784,-0.43569,0.94510,-0.40668,0.90392,-0.46381,0.98305,-0.35257,0.883,-0.66020,0.512,-0.731,0.69637,-0.74,0.85106,-0.744,0.57577,-0.69712,0.343,-0.63919,0.443,-0.758,0.476,-0.73420
0,1.133,0.0,-0.015,-0.08459,0.0,0.0,0.0,0,0.11470,-0.28,-0.45663,-0.38172,0.0,0,-0.33656,0.38602,-0.37133,0.096,0.449,0.127,0,0,0,0,-0.219,-0.015,0.20645,-0.02294,0.0,0.0,0.16595,0.342,-0.093,0.38065
