1,1,0,0.669,-0.04,0.85243,0.012,0.83398,-0.37708,0.781,0.04,0.747,-0.122,0.655,-0.354,0.708,-0.38223,0.898,-0.436,0.731,-0.438,0.393,-0.222,0.36946,-0.546,0.419,-0.51171,0.41078,-0.246,0.281,-0.419,0.291,-0.424,0.18641,-0.45300
0,1,0,1.371,-0.187,1.088,-0.321,-0.10868,-0.962,0.722,-0.04549,0.549,-0.67743,0.34432,-0.881,-0.51685,-1.029,0.037,-0.757,0.335,-0.758,-0.13151,-0.272,-0.18056,-0.429,-0.26,-0.26569,-0.111,-0.18401,-0.134,-0.121,-0.23,-0.076,-0.069,-0.021
1,0.919,0.0,1.072,-0.036,1,0.00485,1,-0.123,0.502,0.012,0.73082,0.071,0.793,0.005,0.54591,0.004,0.83775,-0.13644,0.996,-0.044,0.70887,-0.272,0.258,-0.145,0.57528,-0.531,0.542,-0.22145,0.365,-0.098,0.853,-0.254,0.315,-0.38238
0,1,0.0,1,-0.299,1,1,0.676,-0.955,0,0.0,0.0,0.0,0.0,0.0,-1.3,0.206,0.54094,-0.312,-1.198,-0.54467,-0.453,0.741,0.0,0.0,1.462,0.90695,0.282,1.425,1,-0.194,0.283,1.176,-0.32382,1
1,1,0.0,0.949,-0.015,0.724,0.058,0.92106,-0.23,0.77152,-0.16399,0.332,-0.20275,0.489,-0.006,0.414,-0.27457,0.634,-0.187,0.443,-0.17813,0.034,-0.389,0.013,-0.52879,0.023,-0.34,0.13290,-0.585,0.035,-0.321,-0.044,-0.845,-0.04608,-0.65697
0,1,0,0.033,-0.00592,-0.102,-0.065,-0.007,-0.173,0.14706,0.06637,0.03786,-0.056,0.0,0.0,-0.05,-0.15540,-0.003,-0.052,-0.147,-0.062,0.021,0.045,0.02,0.011,0.035,-0.017,-0.025,0.108,-0.077,0.00732,0.0,0,-0.00039,0.12011
1,1,0.0,0.815,-0.06,0.94601,-0.274,0.92806,-0.368,0.5,-0.275,0.79766,-0.337,0.595,-0.645,0.871,-0.61436,0.62,-0.68086,0.232,-0.924,0.36324,-0.583,0.46,-0.845,0.138,-0.465,0.13659,-0.628,0.04606,-0.732,-0.055,-0.646,-0.13832,-0.80975
0,0.0,0.0,0.0,0.0,0,0.0,0.596,-1.187,0,0,-1,-1,0.0,0.0,0.0,0,1,0.597,-1.2,-1,0,0.0,0.0,0.0,1,1.222,1.472,0.589,0.0,0.0,0.767,1,0.0,0.0
1,0.818,0.0,0.57,-0.07198,0.584,-0.14333,1,-0.27,0.621,-0.313,1.249,-0.231,1.09,-0.40668,1.235,-0.382,1.143,-0.354,0.84537,-0.66020,0.765,-0.458,0.935,-0.702,0.85106,-0.552,0.57577,-0.665,0.162,-0.63919,0.405,-0.493,0.38895,-0.73420
0,1.24,0,-0.013,-0.054,0,0.0,0.0,0.0,0.11470,-0.149,-0.516,-0.357,0,0.0,-0.33656,0.207,-0.192,0.15018,0.708,0.22115,0.0,0.0,0.0,0.0,-0.14803,-0.017,0.20645,-0.013,0.0,0,0.16595,0.254,-0.059,0.19
