1,1,0.0,0.99539,-0.077,0.49,0.02306,0.83398,-0.37708,1,0.048,0.85243,-0.17755,0.59755,-0.409,0.656,-0.38223,0.84356,-0.38542,0.58212,-0.282,0.473,-0.21,0.53,-0.396,0.56811,-0.686,0.41078,-0.674,0.115,-0.34090,0.42267,-0.651,0.138,-0.45300
0,1,0.0,1,-0.18829,0.532,-0.383,-0.084,-0.93597,1,-0.062,0.50874,-0.454,0.34432,-0.69707,-0.51685,-1.319,0.05499,-0.62237,0.441,-1,-0.13151,-0.45300,-0.18056,-0.31,-0.20332,-0.258,-0.20468,-0.182,-0.197,-0.11593,-0.213,-0.074,-0.135,-0.03
1,1,0,1,-0.03365,0.996,0.005,0.706,-0.072,0.88965,0.015,0.491,0.067,0.85443,0.00827,0.377,0.00299,0.783,-0.13644,0.75535,-0.122,0.70887,-0.3,0.511,-0.12062,0.718,-0.296,0.58984,-0.22145,0.217,-0.17365,0.538,-0.24180,0.56045,-0.38238
0,1,0.0,0.593,-0.278,1,1.421,0.841,-1.01,0,0,0,0,0.0,0,-1,0.14516,0.77,-0.39330,-1,-0.775,-0.69975,0.842,0,0,1,1.058,0.701,1,1,-0.187,0.132,1.376,-0.32382,0.689
1,1.108,0.0,1,-0.025,0.948,0.058,1.297,-0.23255,0.462,-0.16399,0.52798,-0.20275,0.758,-0.00712,0.34395,-0.27457,0.52940,-0.21780,0.243,-0.17813,0.044,-0.35575,0.024,-0.635,0.031,-0.865,0.13290,-0.53206,0.034,-0.62197,-0.05707,-0.59573,-0.04608,-0.532
0,1,0.0,0.02337,-0.00592,-0.075,-0.11949,-0.011,-0.11824,0.101,0.06637,0.05,-0.06302,0.0,0,-0.048,-0.187,-0.00343,-0.07,-0.127,-0.075,0.01838,0.033,0.01519,0.01,0.03513,-0.01535,-0.03240,0.134,-0.07859,0.009,0.0,0,-0.00039,0.12011
1,1.017,0,0.97588,-0.127,0.94601,-0.182,0.92806,-0.215,0.85996,-0.394,0.712,-0.372,0.965,-0.50764,0.509,-0.527,0.57945,-0.68086,0.37852,-0.696,0.36324,-0.76562,0.31898,-0.904,0.244,-0.81634,0.13659,-0.82510,0.04606,-1.205,-0.063,-0.81318,-0.137,-0.80975
0,0,0,0,0,0.0,0,1,-1.468,0,0,-1,-1.487,0,0.0,0.0,0.0,1,1,-0.74,-1,0,0,0,0.0,1,0.65,1.496,0.867,0.0,0.0,0.687,1,0.0,0.0
1,1,0,1.177,-0.074,0.635,-0.14333,1.386,-0.11,1,-0.295,0.92570,-0.509,0.94510,-0.276,0.659,-0.416,1.439,-0.253,0.84537,-0.349,0.932,-0.60589,0.69637,-0.567,0.85106,-0.65440,0.585,-0.69712,0.25435,-0.63919,0.45114,-0.72779,0.38895,-0.73420
0,1.101,0.0,-0.02,-0.062,0,0.0,0.0,0,0.11470,-0.26810,-0.45663,-0.485,0.0,0,-0.33656,0.38602,-0.37133,0.15018,0.916,0.318,0,0,0.0,0,-0.159,-0.01326,0.171,-0.012,0,0,0.176,0.335,-0.08208,0.38065
1,0.738,0,0.914,0.06655,1,-0.18388,0.957,-0.27320,1,-0.43107,1,-0.528,0.534,-0.51874,0.526,-0.59017,0.89230,-0.435,0.944,-0.70997,1.044,-0.971,0.63081,-0.80544,0.45,-1.112,0.263,-0.86500,0.40303,-0.83675,0.348,-0.89093,0.263,-0.477
0,1,0,0.571,-0.54210,0.838,-1,1,-1,1,0.36217,1.489,-0.41119,1,1.411,1.22,-1.073,0.824,-0.29354,1,-0.93599,1.085,0.577,0.924,1.128,1,-0.40888,1,-0.557,0.973,-1.076,1,-0.59,0.968,-1
1,1,0.0,0.798,-0.16316,0.729,-0.077,1.126,-0.133,1.125,-0.19277,1.335,-0.35151,0.95735,-0.29785,0.93719,-0.483,0.94486,-0.409,0.801,-0.43383,0.86043,-0.3,0.82987,-0.597,0.84080,-0.47137,0.76224,-0.58370,0.65723,-0.363,0.536,-0.349,0.64727,-0.67226
0,1,0.0,1,-0.86701,0.704,0.22280,0.85492,-0.39896,1,-0.119,0.844,0.35147,1,0.079,1.106,-0.166,1.072,-1,1.491,-1,0.784,0.15803,1.436,0.62349,1,-0.216,1,0.39,0.618,-0.66494,1.176,0.88428,1,-0.131
1,0.556,0.0,1,0.07380,0.694,0.03420,0.993,-0.05563,1,0.065,0.58,0.182,0.644,0.205,1,0.12785,1,0.10561,1.045,0.27087,0.544,0.44758,1.039,0.41750,1.158,0.184,1,0.36743,0.95603,0.504,1,0.32492,1,0.662
0,1,0.0,0.464,-1.055,1.344,0.247,-0.03520,-1.042,1,-1,0.612,-1.326,0,0,-1,-0.418,-0.37681,0.025,1,-1.299,0.0,0,0.0,0.0,-0.146,0.92236,0.39752,0.26501,0,0,1,0.122,0,0
1,1,0,0.99645,0.04,0.706,-0.018,1.349,0.015,0.96112,0.02312,0.643,0.07808,0.829,0.126,0.94212,0.05269,0.88809,0.096,0.59,0.08631,0.81633,0.11830,1.044,0.14442,0.571,0.13412,0.79476,0.13638,0.98,0.104,1.111,0.211,0.70941,0.12015
0,0,0,0.0,0.0,-1,-1,1,1,-1,1,-0.635,1,1.455,-0.95,0.909,0.881,-1.13,-0.657,-1,1,1.161,-0.561,-1,0.868,-0.912,1,1.321,-1,-1,1,-0.612,-1,1.303,-1
